round,game_no,player_first,player_second,result
1106,11060,18,5,w
1107,11061,14,12,l
1107,11062,19,11,l
1107,11063,4,3,w
1107,11064,15,7,w
1107,11065,17,13,w
1107,11066,20,1,w
1107,11067,9,16,w
1107,11068,8,2,w
1107,11069,10,6,l
1107,11070,18,5,w
1108,11071,14,12,w
1108,11072,11,19,w
1108,11073,4,3,w
1108,11074,15,17,l
1108,11075,7,20,w
1108,11076,13,9,w
1108,11077,1,8,w
1108,11078,16,2,w
1108,11079,6,10,w
1108,11080,18,5,w
1109,11081,14,12,l
1109,11082,11,19,w
1109,11083,4,3,w
1109,11084,15,17,l
1109,11085,7,13,w
1109,11086,20,1,w
1109,11087,9,16,w
1109,11088,8,6,w
1109,11089,18,2,l
1109,11090,10,5,w
1110,11091,14,12,w
1110,11092,11,4,l
1110,11093,19,3,l
1110,11094,15,17,w
1110,11095,7,20,l
1110,11096,13,9,l
1110,11097,1,8,l
1110,11098,16,2,w
1110,11099,6,10,l
1110,11100,18,5,w
1111,11101,14,12,w
1111,11102,11,4,w
1111,11103,19,3,l
1111,11104,15,17,l
1111,11105,7,20,l
1111,11106,13,9,w
1111,11107,1,8,l
1111,11108,16,10,w
1111,11109,18,2,l
1111,11110,6,5,l
1112,11111,14,11,w
1112,11112,12,4,w
1112,11113,19,3,l
1112,11114,15,17,w
1112,11115,7,20,l
1112,11116,13,9,l
1112,11117,8,16,l
1112,11118,1,2,w
1112,11119,10,18,w
1112,11120,6,5,w
1113,11121,14,12,w
1113,11122,11,4,w
1113,11123,19,3,w
1113,11124,15,17,l
1113,11125,20,7,w
1113,11126,13,9,l
1113,11127,16,1,l
1113,11128,8,10,w
1113,11129,2,6,l
1113,11130,18,5,w
1114,11131,14,11,l
1114,11132,12,4,l
1114,11133,19,3,w
1114,11134,15,17,l
1114,11135,20,7,l
1114,11136,13,9,l
1114,11137,1,8,l
1114,11138,16,6,w
1114,11139,10,18,w
1114,11140,2,5,w
1115,11141,14,11,w
1115,11142,12,4,w
1115,11143,19,3,w
1115,11144,17,15,l
1115,11145,20,7,l
1115,11146,9,13,w
1115,11147,8,16,w
1115,11148,1,10,w
1115,11149,2,6,w
1115,11150,18,5,w
1116,11151,14,11,w
1116,11152,12,19,l
1116,11153,4,3,l
1116,11154,15,17,l
1116,11155,7,20,l
1116,11156,9,13,w
1116,11157,8,1,l
1116,11158,16,2,l
1116,11159,10,18,w
1116,11160,6,5,w
1117,11161,14,11,w
1117,11162,12,19,w
1117,11163,4,3,w
1117,11164,17,15,l
1117,11165,20,7,w
1117,11166,9,13,l
1117,11167,1,8,l
1117,11168,16,2,w
1117,11169,10,6,w
1117,11170,18,5,l
1118,11171,14,12,l
1118,11172,11,19,l
1118,11173,4,3,l
1118,11174,15,17,w
1118,11175,20,7,w
1118,11176,9,13,l
1118,11177,8,1,l
1118,11178,16,10,w
1118,11179,2,6,w
1118,11180,18,5,w
1119,11181,14,12,w
1119,11182,11,19,l
1119,11183,4,3,w
1119,11184,15,17,w
1119,11185,20,7,w
1119,11186,9,13,l
1119,11187,1,8,w
1119,11188,16,2,l
1119,11189,10,18,l
1119,11190,6,5,w
1120,11191,14,12,w
1120,11192,19,11,l
1120,11193,4,15,w
1120,11194,3,20,w
1120,11195,17,7,l
1120,11196,13,9,w
1120,11197,1,8,w
1120,11198,16,2,l
1120,11199,10,18,l
1120,11200,6,5,w
1121,11201,14,12,w
1121,11202,11,19,l
1121,11203,4,3,l
1121,11204,15,20,w
1121,11205,17,7,w
1121,11206,13,1,l
1121,11207,9,8,w
1121,11208,16,2,l
1121,11209,18,6,w
1121,11210,10,5,w
1122,11211,14,12,w
1122,11212,19,11,l
1122,11213,4,3,l
1122,11214,15,17,l
1122,11215,20,7,w
1122,11216,13,1,l
1122,11217,9,8,w
1122,11218,16,2,l
1122,11219,18,10,l
1122,11220,6,5,w
1123,11221,14,11,l
1123,11222,12,19,w
1123,11223,4,3,l
1123,11224,15,17,w
1123,11225,20,7,w
1123,11226,1,9,w
1123,11227,13,8,w
1123,11228,16,2,w
1123,11229,10,18,w
1123,11230,6,5,l
1124,11231,14,11,w
1124,11232,12,19,l
1124,11233,3,4,l
1124,11234,15,20,w
1124,11235,17,1,l
1124,11236,7,13,l
1124,11237,9,16,w
1124,11238,8,2,w
1124,11239,10,18,l
1124,11240,6,5,w
1125,11241,14,11,l
1125,11242,12,19,l
1125,11243,4,3,w
1125,11244,15,20,w
1125,11245,17,1,l
1125,11246,13,7,w
1125,11247,9,8,w
1125,11248,16,2,w
1125,11249,10,18,l
1125,11250,6,5,l
1126,11251,14,11,l
1126,11252,19,12,l
1126,11253,4,15,l
1126,11254,3,20,l
1126,11255,17,1,w
1126,11256,13,9,w
1126,11257,7,16,l
1126,11258,8,2,w
1126,11259,18,10,l
1126,11260,6,5,l
1127,11261,14,11,w
1127,11262,12,19,w
1127,11263,4,15,l
1127,11264,3,20,w
1127,11265,17,13,w
1127,11266,1,9,w
1127,11267,7,16,w
1127,11268,8,2,l
1127,11269,10,18,l
1127,11270,6,5,l
1128,11271,14,11,w
1128,11272,12,19,w
1128,11273,15,4,l
1128,11274,3,17,w
1128,11275,20,1,l
1128,11276,13,7,w
1128,11277,9,16,w
1128,11278,8,2,l
1128,11279,18,10,w
1128,11280,6,5,w
1129,11281,14,12,l
1129,11282,11,19,l
1129,11283,4,15,l
1129,11284,3,17,l
1129,11285,20,1,w
1129,11286,13,9,w
1129,11287,7,16,w
1129,11288,8,2,l
1129,11289,18,10,w
1129,11290,6,5,l
1130,11291,14,12,l
1130,11292,11,19,l
1130,11293,15,4,w
1130,11294,3,17,w
1130,11295,20,13,l
1130,11296,1,7,w
1130,11297,9,16,w
1130,11298,8,2,l
1130,11299,18,10,l
1130,11300,6,5,w
1131,11301,14,12,l
1131,11302,19,11,l
1131,11303,15,3,l
1131,11304,4,17,w
1131,11305,20,13,w
1131,11306,1,9,w
1131,11307,7,16,w
1131,11308,2,8,l
1131,11309,18,10,l
1131,11310,6,5,w
1132,11311,14,12,w
1132,11312,11,19,w
1132,11313,15,3,w
1132,11314,4,20,l
1132,11315,17,1,l
1132,11316,13,7,w
1132,11317,9,8,w
1132,11318,16,2,l
1132,11319,18,10,w
1132,11320,6,5,l
1133,11321,14,12,w
1133,11322,11,15,w
1133,11323,19,3,w
1133,11324,4,20,w
1133,11325,1,13,w
1133,11326,17,9,l
1133,11327,7,2,w
1133,11328,8,16,w
1133,11329,18,10,l
1133,11330,6,5,l
1134,11331,14,12,w
1134,11332,11,19,w
1134,11333,15,4,w
1134,11334,3,20,w
1134,11335,1,13,w
1134,11336,17,9,w
1134,11337,7,8,l
1134,11338,2,16,w
1134,11339,18,10,l
1134,11340,6,5,w
1135,11341,14,11,w
1135,11342,12,15,w
1135,11343,19,3,l
1135,11344,4,1,l
1135,11345,20,17,w
1135,11346,13,9,w
1135,11347,7,8,w
1135,11348,2,16,l
1135,11349,10,18,w
1135,11350,6,5,w
1136,11351,14,12,w
1136,11352,11,15,w
1136,11353,19,3,w
1136,11354,4,1,l
1136,11355,20,13,l
1136,11356,17,7,l
1136,11357,9,8,w
1136,11358,2,16,l
1136,11359,10,18,w
1136,11360,6,5,w
1137,11361,14,11,w
1137,11362,12,19,l
1137,11363,15,3,w
1137,11364,4,1,w
1137,11365,20,13,l
1137,11366,17,7,w
1137,11367,9,8,w
1137,11368,16,2,w
1137,11369,10,6,w
1137,11370,18,5,l
1138,11371,14,11,w
1138,11372,12,19,l
1138,11373,15,3,w
1138,11374,4,1,w
1138,11375,13,20,w
1138,11376,17,9,w
1138,11377,7,16,l
1138,11378,8,10,l
1138,11379,2,6,l
1138,11380,18,5,w
1139,11381,14,11,w
1139,11382,12,19,l
1139,11383,15,4,l
1139,11384,3,1,l
1139,11385,13,17,l
1139,11386,20,9,l
1139,11387,7,16,w
1139,11388,10,8,w
1139,11389,2,6,w
1139,11390,18,5,w
1140,11391,14,19,w
1140,11392,11,12,w
1140,11393,15,4,w
1140,11394,3,1,w
1140,11395,13,17,l
1140,11396,20,9,l
1140,11397,7,10,l
1140,11398,16,2,l
1140,11399,8,18,l
1140,11400,6,5,w
1141,11401,14,11,l
1141,11402,19,12,w
1141,11403,15,4,w
1141,11404,3,1,l
1141,11405,17,13,l
1141,11406,20,9,l
1141,11407,7,10,w
1141,11408,16,2,l
1141,11409,8,18,w
1141,11410,6,5,w
1142,11411,14,11,l
1142,11412,19,15,w
1142,11413,12,4,w
1142,11414,3,1,w
1142,11415,13,17,l
1142,11416,9,20,w
1142,11417,7,10,l
1142,11418,2,16,l
1142,11419,8,6,w
1142,11420,18,5,w
1143,11421,14,11,l
1143,11422,19,12,l
1143,11423,15,3,l
1143,11424,4,1,w
1143,11425,17,13,l
1143,11426,9,20,w
1143,11427,7,10,w
1143,11428,16,2,w
1143,11429,8,18,w
1143,11430,6,5,w
1144,11431,14,11,w
1144,11432,19,12,l
1144,11433,15,3,w
1144,11434,4,1,w
1144,11435,13,17,l
1144,11436,9,20,l
1144,11437,7,10,l
1144,11438,16,8,w
1144,11439,2,6,l
1144,11440,18,5,l
1145,11441,14,11,w
1145,11442,12,19,l
1145,11443,15,4,l
1145,11444,3,17,w
1145,11445,1,13,w
1145,11446,9,20,l
1145,11447,7,10,w
1145,11448,16,8,l
1145,11449,2,6,w
1145,11450,18,5,w
1146,11451,14,11,w
1146,11452,19,12,l
1146,11453,15,4,w
1146,11454,3,1,l
1146,11455,17,13,w
1146,11456,9,20,w
1146,11457,7,10,w
1146,11458,16,8,w
1146,11459,2,6,w
1146,11460,18,5,l
1147,11461,14,11,l
1147,11462,12,19,l
1147,11463,15,4,w
1147,11464,3,1,l
1147,11465,17,9,w
1147,11466,13,20,w
1147,11467,7,16,w
1147,11468,10,2,w
1147,11469,8,6,w
1147,11470,18,5,l
1148,11471,14,11,w
1148,11472,19,12,l
1148,11473,15,4,l
1148,11474,3,1,w
1148,11475,17,13,l
1148,11476,9,7,l
1148,11477,20,10,w
1148,11478,16,8,l
1148,11479,2,6,w
1148,11480,18,5,w
1149,11481,14,11,w
1149,11482,12,19,w
1149,11483,15,4,l
1149,11484,3,1,w
1149,11485,17,13,w
1149,11486,7,9,w
1149,11487,20,8,l
1149,11488,10,16,l
1149,11489,2,18,l
1149,11490,6,5,w
1150,11491,14,12,w
1150,11492,11,19,l
1150,11493,15,4,l
1150,11494,3,17,l
1150,11495,1,13,l
1150,11496,7,9,l
1150,11497,20,8,w
1150,11498,16,10,l
1150,11499,2,18,w
1150,11500,6,5,l
1151,11501,14,12,w
1151,11502,19,11,w
1151,11503,4,15,w
1151,11504,3,17,w
1151,11505,1,13,l
1151,11506,7,9,w
1151,11507,20,8,w
1151,11508,10,16,w
1151,11509,2,18,w
1151,11510,6,5,l
1152,11511,14,19,w
1152,11512,12,4,l
1152,11513,11,15,w
1152,11514,3,17,l
1152,11515,13,1,l
1152,11516,7,20,l
1152,11517,9,10,w
1152,11518,2,8,l
1152,11519,16,18,w
1152,11520,6,5,l
1153,11521,14,19,w
1153,11522,4,11,w
1153,11523,12,15,w
1153,11524,3,17,l
1153,11525,1,13,w
1153,11526,20,7,l
1153,11527,9,8,w
1153,11528,10,16,w
1153,11529,2,18,l
1153,11530,6,5,l
1154,11531,14,4,w
1154,11532,12,19,w
1154,11533,11,15,w
1154,11534,3,17,w
1154,11535,1,13,l
1154,11536,7,9,w
1154,11537,20,10,l
1154,11538,8,16,w
1154,11539,2,18,l
1154,11540,6,5,l
1155,11541,14,12,l
1155,11542,4,11,w
1155,11543,19,3,w
1155,11544,15,17,l
1155,11545,1,13,w
1155,11546,7,9,w
1155,11547,20,10,w
1155,11548,8,16,w
1155,11549,2,18,w
1155,11550,6,5,l
1156,11551,14,12,w
1156,11552,4,19,w
1156,11553,11,3,l
1156,11554,15,17,w
1156,11555,1,7,l
1156,11556,13,20,w
1156,11557,9,8,w
1156,11558,10,2,w
1156,11559,16,18,w
1156,11560,6,5,w
1157,11561,14,4,w
1157,11562,12,19,w
1157,11563,11,3,l
1157,11564,15,17,l
1157,11565,1,7,w
1157,11566,13,9,l
1157,11567,20,10,w
1157,11568,8,16,w
1157,11569,2,18,l
1157,11570,6,5,w
1158,11571,14,12,l
1158,11572,4,19,l
1158,11573,11,3,w
1158,11574,15,17,l
1158,11575,1,7,l
1158,11576,13,9,w
1158,11577,20,8,l
1158,11578,10,16,w
1158,11579,2,18,w
1158,11580,6,5,w
1159,11581,14,12,w
1159,11582,4,19,l
1159,11583,11,3,l
1159,11584,17,15,w
1159,11585,1,7,l
1159,11586,13,9,w
1159,11587,20,8,w
1159,11588,10,2,w
1159,11589,16,18,w
1159,11590,6,5,w
1160,11591,14,12,w
1160,11592,19,4,l
1160,11593,11,3,l
1160,11594,17,15,l
1160,11595,7,13,w
1160,11596,1,20,w
1160,11597,9,10,w
1160,11598,8,16,w
1160,11599,2,6,l
1160,11600,18,5,l
1161,11601,14,12,w
1161,11602,4,19,l
1161,11603,3,11,l
1161,11604,17,15,l
1161,11605,7,1,l
1161,11606,13,9,l
1161,11607,20,8,l
1161,11608,10,16,l
1161,11609,2,6,l
1161,11610,18,5,l
1162,11611,14,12,w
1162,11612,19,4,l
1162,11613,11,3,l
1162,11614,15,17,l
1162,11615,1,7,l
1162,11616,13,9,l
1162,11617,20,8,w
1162,11618,10,16,w
1162,11619,2,6,w
1162,11620,18,5,l
1163,11621,14,4,l
1163,11622,12,19,l
1163,11623,3,11,w
1163,11624,17,15,l
1163,11625,7,1,w
1163,11626,9,13,l
1163,11627,20,8,l
1163,11628,10,16,l
1163,11629,2,6,w
1163,11630,18,5,w
1164,11631,14,4,l
1164,11632,19,12,w
1164,11633,3,11,l
1164,11634,15,17,w
1164,11635,7,1,w
1164,11636,13,9,w
1164,11637,20,8,w
1164,11638,10,16,w
1164,11639,2,6,l
1164,11640,18,5,w
1165,11641,14,4,w
1165,11642,19,12,l
1165,11643,3,11,l
1165,11644,15,7,w
1165,11645,17,13,w
1165,11646,1,9,l
1165,11647,20,8,l
1165,11648,10,16,w
1165,11649,2,6,l
1165,11650,18,5,w
1166,11651,14,4,w
1166,11652,19,12,w
1166,11653,11,3,l
1166,11654,15,17,l
1166,11655,7,13,l
1166,11656,1,9,w
1166,11657,20,8,l
1166,11658,10,16,w
1166,11659,2,6,w
1166,11660,18,5,w
1167,11661,14,19,w
1167,11662,4,12,w
1167,11663,3,11,w
1167,11664,15,17,w
1167,11665,7,13,l
1167,11666,1,9,w
1167,11667,20,8,w
1167,11668,10,2,w
1167,11669,16,6,l
1167,11670,18,5,w
1168,11671,14,4,l
1168,11672,19,3,w
1168,11673,12,11,w
1168,11674,15,17,l
1168,11675,7,13,l
1168,11676,1,9,w
1168,11677,20,10,w
1168,11678,8,2,w
1168,11679,6,16,w
1168,11680,18,5,w
1169,11681,14,4,l
1169,11682,19,12,w
1169,11683,3,11,w
1169,11684,15,17,l
1169,11685,13,1,l
1169,11686,7,20,w
1169,11687,9,8,l
1169,11688,10,6,w
1169,11689,18,2,w
1169,11690,16,5,w
1170,11691,14,4,l
1170,11692,19,3,w
1170,11693,12,17,w
1170,11694,11,15,l
1170,11695,1,7,l
1170,11696,13,20,w
1170,11697,9,8,w
1170,11698,10,18,w
1170,11699,6,16,l
1170,11700,2,5,w
1171,11701,14,4,l
1171,11702,19,12,w
1171,11703,3,15,l
1171,11704,17,11,w
1171,11705,7,13,l
1171,11706,1,9,l
1171,11707,20,10,w
1171,11708,8,16,l
1171,11709,18,2,w
1171,11710,6,5,l
1172,11711,14,4,w
1172,11712,19,12,l
1172,11713,3,15,w
1172,11714,17,11,l
1172,11715,13,7,l
1172,11716,1,9,w
1172,11717,20,10,w
1172,11718,8,16,w
1172,11719,18,2,w
1172,11720,6,5,w
1173,11721,14,4,l
1173,11722,19,12,w
1173,11723,3,15,w
1173,11724,17,11,l
1173,11725,7,13,l
1173,11726,1,20,w
1173,11727,9,8,l
1173,11728,10,18,l
1173,11729,16,6,l
1173,11730,2,5,w
1174,11731,14,4,w
1174,11732,19,3,w
1174,11733,12,11,w
1174,11734,15,17,l
1174,11735,13,1,l
1174,11736,7,20,l
1174,11737,9,8,l
1174,11738,10,18,w
1174,11739,6,16,l
1174,11740,2,5,w
1175,11741,14,19,w
1175,11742,4,12,w
1175,11743,3,17,w
1175,11744,11,15,l
1175,11745,1,13,l
1175,11746,7,20,w
1175,11747,9,8,w
1175,11748,10,18,l
1175,11749,16,2,w
1175,11750,6,5,l
1176,11751,14,4,w
1176,11752,19,3,l
1176,11753,12,15,l
1176,11754,17,11,w
1176,11755,13,1,w
1176,11756,7,20,l
1176,11757,9,8,w
1176,11758,10,18,w
1176,11759,16,2,w
1176,11760,6,5,l
1177,11761,14,4,w
1177,11762,19,3,l
1177,11763,12,15,w
1177,11764,17,13,w
1177,11765,11,1,l
1177,11766,7,20,l
1177,11767,9,8,w
1177,11768,10,16,w
1177,11769,18,2,l
1177,11770,6,5,w
1178,11771,14,4,w
1178,11772,19,3,w
1178,11773,12,17,l
1178,11774,15,13,w
1178,11775,1,11,l
1178,11776,7,20,w
1178,11777,9,10,w
1178,11778,8,16,l
1178,11779,18,2,w
1178,11780,6,5,l
1179,11781,14,19,l
1179,11782,4,3,w
1179,11783,12,17,w
1179,11784,15,11,w
1179,11785,13,1,l
1179,11786,7,9,w
1179,11787,20,10,w
1179,11788,8,16,w
1179,11789,18,2,w
1179,11790,6,5,l
1180,11791,14,19,w
1180,11792,4,3,w
1180,11793,12,15,w
1180,11794,17,1,l
1180,11795,7,11,l
1180,11796,13,20,l
1180,11797,9,8,l
1180,11798,10,18,w
1180,11799,16,2,l
1180,11800,6,5,l
1181,11801,14,4,l
1181,11802,19,12,w
1181,11803,3,15,w
1181,11804,17,1,l
1181,11805,11,7,w
1181,11806,13,20,l
1181,11807,9,8,w
1181,11808,10,18,l
1181,11809,16,2,w
1181,11810,6,5,w
1182,11811,14,4,w
1182,11812,19,3,w
1182,11813,12,15,w
1182,11814,17,1,w
1182,11815,11,7,l
1182,11816,13,20,w
1182,11817,9,8,w
1182,11818,10,18,l
1182,11819,16,2,w
1182,11820,6,5,w
1183,11821,14,19,l
1183,11822,4,12,l
1183,11823,3,17,w
1183,11824,15,1,w
1183,11825,11,7,w
1183,11826,13,20,l
1183,11827,9,8,w
1183,11828,10,18,w
1183,11829,16,6,w
1183,11830,2,5,l
1184,11831,14,19,l
1184,11832,4,12,w
1184,11833,3,15,l
1184,11834,17,11,w
1184,11835,1,7,l
1184,11836,13,20,w
1184,11837,9,10,w
1184,11838,8,16,l
1184,11839,18,6,l
1184,11840,2,5,w
1185,11841,14,19,w
1185,11842,4,12,w
1185,11843,3,15,w
1185,11844,17,11,l
1185,11845,1,7,l
1185,11846,13,9,w
1185,11847,20,10,w
1185,11848,8,16,w
1185,11849,18,6,w
1185,11850,2,5,w
1186,11851,14,19,w
1186,11852,4,3,l
1186,11853,12,15,w
1186,11854,17,11,l
1186,11855,7,13,l
1186,11856,1,20,w
1186,11857,9,8,l
1186,11858,10,16,l
1186,11859,18,2,w
1186,11860,6,5,l
1187,11861,14,19,l
1187,11862,4,3,w
1187,11863,12,11,l
1187,11864,15,17,w
1187,11865,13,1,w
1187,11866,7,20,l
1187,11867,9,8,w
1187,11868,10,16,l
1187,11869,18,2,w
1187,11870,6,5,l
1188,11871,14,19,w
1188,11872,4,3,l
1188,11873,12,11,w
1188,11874,15,13,w
1188,11875,17,1,l
1188,11876,7,20,w
1188,11877,9,8,w
1188,11878,10,16,w
1188,11879,18,2,w
1188,11880,6,5,w
1189,11881,14,19,l
1189,11882,4,3,l
1189,11883,12,15,l
1189,11884,11,13,w
1189,11885,17,1,l
1189,11886,7,9,l
1189,11887,20,8,l
1189,11888,10,18,w
1189,11889,16,6,l
1189,11890,2,5,l
1190,11891,14,19,w
1190,11892,4,3,l
1190,11893,12,15,l
1190,11894,11,1,l
1190,11895,13,17,l
1190,11896,7,9,w
1190,11897,20,8,l
1190,11898,10,18,w
1190,11899,16,6,w
1190,11900,2,5,w
1191,11901,14,19,w
1191,11902,4,3,l
1191,11903,12,15,l
1191,11904,11,1,l
1191,11905,17,7,w
1191,11906,13,9,w
1191,11907,20,8,w
1191,11908,10,16,l
1191,11909,18,6,l
1191,11910,2,5,l
1192,11911,14,19,l
1192,11912,3,4,w
1192,11913,15,12,l
1192,11914,1,11,l
1192,11915,17,13,w
1192,11916,7,9,w
1192,11917,20,8,l
1192,11918,10,16,w
1192,11919,18,6,l
1192,11920,2,5,w
1193,11921,14,19,l
1193,11922,3,4,w
1193,11923,12,15,l
1193,11924,11,17,l
1193,11925,1,7,w
1193,11926,13,9,w
1193,11927,20,8,l
1193,11928,10,16,l
1193,11929,18,6,w
1193,11930,2,5,w
1194,11931,14,19,w
1194,11932,3,4,w
1194,11933,15,12,l
1194,11934,17,1,w
1194,11935,11,13,w
1194,11936,7,9,w
1194,11937,20,8,w
1194,11938,10,16,l
1194,11939,18,6,w
1194,11940,2,5,w
1195,11941,14,19,l
1195,11942,3,4,l
1195,11943,12,15,w
1195,11944,17,11,w
1195,11945,1,7,l
1195,11946,13,20,w
1195,11947,9,8,l
1195,11948,10,16,w
1195,11949,18,2,w
1195,11950,6,5,w
1196,11951,14,19,l
1196,11952,3,4,l
1196,11953,12,15,l
1196,11954,17,11,l
1196,11955,1,7,w
1196,11956,13,20,w
1196,11957,9,8,l
1196,11958,10,16,l
1196,11959,18,6,l
1196,11960,2,5,w
1197,11961,14,19,l
1197,11962,3,4,l
1197,11963,12,15,l
1197,11964,17,11,l
1197,11965,1,13,w
1197,11966,7,20,l
1197,11967,9,8,l
1197,11968,10,16,w
1197,11969,18,6,l
1197,11970,2,5,w
1198,11971,14,19,w
1198,11972,3,4,l
1198,11973,15,12,w
1198,11974,11,17,l
1198,11975,1,13,l
1198,11976,7,20,w
1198,11977,9,8,w
1198,11978,10,16,l
1198,11979,18,6,w
1198,11980,2,5,w
1199,11981,14,19,l
1199,11982,4,3,l
1199,11983,15,12,w
1199,11984,17,11,l
1199,11985,1,13,l
1199,11986,7,20,l
1199,11987,9,8,l
1199,11988,10,16,w
1199,11989,18,2,w
1199,11990,6,5,l
1200,11991,14,19,w
1200,11992,3,4,l
1200,11993,15,11,l
1200,11994,12,17,l
1200,11995,13,1,l
1200,11996,7,20,l
1200,11997,9,8,w
1200,11998,10,16,l
1200,11999,18,2,w
1200,12000,6,5,l
1201,12001,14,19,l
1201,12002,4,3,w
1201,12003,15,11,w
1201,12004,17,12,l
1201,12005,1,13,w
1201,12006,7,20,l
1201,12007,9,8,l
1201,12008,10,16,l
1201,12009,18,2,l
1201,12010,6,5,l
1202,12011,14,19,l
1202,12012,4,3,l
1202,12013,15,11,l
1202,12014,12,17,l
1202,12015,1,13,w
1202,12016,7,20,l
1202,12017,9,8,w
1202,12018,16,10,l
1202,12019,18,2,w
1202,12020,6,5,l
1203,12021,14,19,l
1203,12022,4,3,l
1203,12023,15,11,l
1203,12024,17,1,w
1203,12025,12,13,l
1203,12026,20,7,w
1203,12027,9,8,l
1203,12028,10,16,w
1203,12029,18,2,w
1203,12030,6,5,w
1204,12031,14,19,w
1204,12032,3,4,l
1204,12033,15,11,w
1204,12034,17,1,l
1204,12035,12,13,w
1204,12036,20,7,l
1204,12037,9,8,w
1204,12038,10,18,w
1204,12039,16,2,w
1204,12040,6,5,w
1205,12041,14,19,l
1205,12042,4,3,l
1205,12043,15,11,l
1205,12044,17,1,w
1205,12045,12,13,w
1205,12046,20,7,l
1205,12047,9,8,l
1205,12048,10,16,w
1205,12049,18,6,l
1205,12050,2,5,w
1206,12051,14,19,l
1206,12052,3,4,l
1206,12053,15,11,w
1206,12054,17,12,l
1206,12055,1,13,w
1206,12056,7,20,w
1206,12057,9,8,w
1206,12058,10,16,l
1206,12059,18,6,w
1206,12060,2,5,l
1207,12061,14,19,l
1207,12062,4,3,l
1207,12063,15,11,l
1207,12064,12,17,w
1207,12065,1,7,w
1207,12066,13,20,l
1207,12067,9,8,l
1207,12068,10,16,l
1207,12069,18,6,w
1207,12070,2,5,l
1208,12071,14,19,w
1208,12072,3,4,w
1208,12073,15,11,l
1208,12074,12,1,w
1208,12075,17,7,w
1208,12076,13,20,l
1208,12077,9,8,l
1208,12078,10,16,w
1208,12079,18,6,w
1208,12080,2,5,l
1209,12081,14,19,w
1209,12082,3,4,w
1209,12083,11,12,l
1209,12084,15,17,w
1209,12085,1,20,l
1209,12086,7,13,l
1209,12087,9,8,l
1209,12088,10,18,w
1209,12089,16,6,w
1209,12090,2,5,w
1210,12091,14,19,l
1210,12092,3,4,w
1210,12093,12,15,w
1210,12094,11,17,w
1210,12095,1,20,l
1210,12096,13,7,w
1210,12097,8,9,l
1210,12098,10,16,l
1210,12099,18,2,l
1210,12100,6,5,w
1211,12101,14,19,w
1211,12102,3,4,l
1211,12103,12,11,w
1211,12104,15,17,w
1211,12105,1,20,w
1211,12106,13,7,w
1211,12107,9,8,l
1211,12108,10,16,l
1211,12109,18,2,w
1211,12110,6,5,w
1212,12111,14,19,l
1212,12112,3,4,w
1212,12113,12,15,l
1212,12114,11,1,w
1212,12115,17,13,l
1212,12116,20,7,l
1212,12117,8,9,l
1212,12118,16,10,l
1212,12119,18,6,l
1212,12120,2,5,l
1213,12121,14,19,l
1213,12122,3,4,w
1213,12123,12,15,w
1213,12124,11,1,l
1213,12125,17,13,l
1213,12126,20,7,w
1213,12127,9,8,w
1213,12128,10,16,l
1213,12129,18,6,w
1213,12130,2,5,l
1214,12131,14,19,l
1214,12132,3,12,w
1214,12133,4,15,w
1214,12134,11,1,w
1214,12135,13,17,l
1214,12136,20,7,l
1214,12137,9,8,w
1214,12138,16,10,w
1214,12139,18,6,w
1214,12140,2,5,l
1215,12141,14,19,l
1215,12142,3,4,l
1215,12143,12,11,l
1215,12144,15,1,l
1215,12145,17,13,w
1215,12146,20,7,l
1215,12147,9,8,w
1215,12148,16,18,l
1215,12149,10,6,w
1215,12150,2,5,w
1216,12151,14,19,w
1216,12152,3,4,w
1216,12153,11,12,l
1216,12154,15,1,w
1216,12155,17,13,w
1216,12156,20,7,l
1216,12157,9,8,w
1216,12158,16,18,w
1216,12159,10,6,l
1216,12160,2,5,w
1217,12161,14,19,l
1217,12162,3,4,w
1217,12163,12,11,l
1217,12164,15,17,l
1217,12165,1,13,l
1217,12166,7,20,l
1217,12167,9,16,l
1217,12168,8,18,w
1217,12169,10,6,l
1217,12170,2,5,l
1218,12171,14,19,l
1218,12172,3,4,w
1218,12173,11,12,w
1218,12174,15,17,l
1218,12175,1,13,l
1218,12176,20,7,w
1218,12177,9,16,w
1218,12178,8,18,l
1218,12179,10,6,l
1218,12180,2,5,w
1219,12181,14,19,w
1219,12182,3,11,l
1219,12183,4,12,w
1219,12184,15,17,w
1219,12185,1,13,l
1219,12186,20,7,l
1219,12187,9,16,w
1219,12188,8,18,w
1219,12189,10,6,l
1219,12190,2,5,w
1220,12191,14,19,w
1220,12192,3,11,l
1220,12193,4,12,l
1220,12194,15,17,w
1220,12195,13,1,l
1220,12196,20,7,l
1220,12197,9,8,w
1220,12198,16,18,w
1220,12199,10,6,l
1220,12200,2,5,w
1221,12201,14,19,w
1221,12202,3,11,w
1221,12203,4,12,l
1221,12204,15,17,l
1221,12205,1,13,l
1221,12206,7,9,w
1221,12207,20,16,w
1221,12208,8,18,l
1221,12209,10,6,w
1221,12210,2,5,w
1222,12211,14,19,w
1222,12212,3,11,w
1222,12213,12,4,l
1222,12214,15,17,l
1222,12215,13,1,l
1222,12216,7,20,w
1222,12217,9,16,w
1222,12218,8,18,w
1222,12219,10,6,l
1222,12220,2,5,w
1223,12221,14,19,w
1223,12222,3,11,l
1223,12223,4,12,w
1223,12224,15,17,w
